리뷰내용,별점,리뷰동조자수
"남자와 여자 성별을 꼭 나누었어야 했나요 남자옷 중에서도 이쁜거 많은데 계속 바꾸면서 보기 힘들고 남자옷여자옷 기준 정하는건 또 누가,어떻게 정하는지 궁금해요 혹시 합쳐서 볼수 있는 기능이 있는데 제가 모르는건가요?",3,0
비슷한상품 찾아주는게 제일 좋아요 나이뜨,4,0
다른 옷사는어플보다 훨 좋은거같음,5,0
정말 좋은 앱입니당 ...브랜드옷도 볼수 있다는거에 다른앱이랑 다른 느낌을 받아 정말 좋았숩니당 !!,5,0
비교기능땜에이것만써요,5,0
스타일닷컴  오랜만에 다시 들어와 보니 진짜 많운 게 달라졌네요!! 훨씬 좋아졌어요~~감사합니다♡♡,5,0
지그자랑 스쉐합쳐논건데 짱좋음,5,4
선생님어느쪽에계시죠??좌표만찍으셔요바로절할게요정말선생님천국가실거예요사랑합니다평생업데이트해주세요,5,31
여러 쇼핑몰을 보며 쇼핑할수있어서 편리해요❤,5,0
사용한지 얼마 안됐지만 비교하는게 간단해서 좋네요~,5,0
솔직히 ㅈㄱㅈㄱ보다 좋은듯..!! 조작도 간편하고 깔끔해서 좋아요!,5,0
진짜편하고 쓰던것중제일좋아용,5,1
"좋아요! 저는 비슷한 상품 기능때문에 다운을 받았지만, 그 기능이 잘 안되는 것 같아서 매우 아쉽긴 하네요..",4,0
많은 쇼핑몰에 있는 옷들을 한꺼번에 볼수있어서 좋아요.,5,0
다른 앱들과 다르게 브랜드도 같이 비교해볼수있다는 점이 매우 좋았습니다!,5,0
다른곳보다 종류가많고 찾기쉬워요,4,0
명품브렌드랑 스포츠브렌드등 모든게 다있어서 좋은거같아요,3,0
오늘깔아봤는데 저가인것들을 찾기가쉬워서 좋아요,4,0
하ㅠㅠ 진짜 그 비슷한옷 찾기? 너무 좋아요 다른 무늬 찾을때랑 좀 더 싼옷 찾을때 좋아요ㅠㅠㅠ 이거 짱입니다,4,1
ㅈㄱㅈㄱ에서 갈아탔는데 좋은거 같아요,5,0
다른거 다 좋은데 비슷한옷 찾을때 색위주로 비슷한옷들이 대부분이고 디자인이 비슷한 옷들이 별로없는게 아쉬워요ㅜ,4,0
솔직히 이렇게 돟른게 있다는게 너무너무 좋은 제 스타일 옷을 찾기 너무 쉬운것 같아요 정말 최고입니다,5,0
옷 살때 스타일 참조하기좋아요 ㅎㅎ,5,0
비슷한상품도 찾을수있고 순위가 다 나타나서 좋은거같아,4,0
전에 쓰던 앱에서 제품 비교 해주는 기능이 있었는데 렉이 너무 많이걸리고 거의 사용할 수가 없어서 못 쓰고있었는데 렉도 안걸리고 한눈에 알아보기 쉽게 되어있어서 좋아요 세일도 분류해놔서 쇼핑하기 편해요,5,4
구지 컴퓨터로 검색 안해서 편하고 좋네요.,5,0
완전편하고좋은것같아요! 인스타광고보고 다운받아봤는데 굉장히 만족스럽네요♡,5,0
정보가 많아서 좋은것 같아요!,5,0
마누라 옷사줄라고들어갓더니 다 남자옷만 추청해주고 여자옷보는곳은 없냐,1,0
얼마전부터 자꾸 쇼핑몰이 안보이네요 들어가도 로딩만되고 와이파이도 되는데 왜이런건가요? 사고싶은데 살수가 없네요,3,1
음 옷들이 다이쁜것같아염,4,0
보세랑 브랜드를 모두 볼 수 있다는게 가장 큰 장점. 옷도 많고 비슷한 스타일을 타 옷앱(?)보다 찾기 편해서 좋다,4,0
브랜드가 많이 나와서 좋은거 같아요,5,1
간편하고 너무 좋아요!!♡ 완전 저를 위한 어플을 만들어주신거 같아요,5,0
"굳 개인적으로 진짜 좋았구 지그재그보다 나은듯 음 관심 상품 하나하나에 메모를 한다거나 그룹별로 묶어서 저희가 원하는대로 정리하는 
기능이 생겼으면 좋겠어욘ㅇ",5,0
다 좋은데 관심상품에서 고른 것들의 순서를 제가 원하는데로 바꿀 수 있게 하거나 분류를 할 수 있었으면 좋겠어요,5,0
여기나오는 의류들은 정품인가요,4,0
브랜드마다 이쁜 옷이 많다,5,0
옷살때 진짜 괜찮을거같아요,4,0
진짜대박신박진심좋음,5,2
증말 넘넘 조아요 스센보다 굿굿,5,0
옷 찾기가 쉬워서 좋아요,5,0
한번에 찾을수 있어서 너무 좋아요,5,0
보기 편하게 되어 있어서 좋아여,4,0
잘 사용하고 이써여,5,0
전 남성복도 여성복도 상관없이 사는 타입이라 잘쓰고있었는데 패치후 그게 사라진 것 같아 아쉽습니다ㅠㅠ,2,68
타쇼핑앱보다 좋아요!,5,0
최저가를 찾아줘서 좋다.,5,0
저 ㅈㄱㅈㄱ에서 갈아탔음니다. 정말좋아요!😊😊,5,0
필요한게 편리하게되있고 다 있어요 ㅠㅠ 대박!!!,5,0
악세사리랑 신발도 빨리 가능했으면 좋겠어요ㅠㅠ 그리고 비교하는 스타일중에 좀 더 많은 제품이 나왔으면 좋겠고 브랜드도 같이 나왔으면 좋겠네요,4,2
와 진짜 역대급 너무 좋아요 와 진짜 야무지게 정리되어있네요 다만 아쉬운건 정렬할때 인기를 고정으로 놓아주시면 좋겟어요ㅠㅠ,5,13
ㅈㄱㅈㄱ에서 갈아탈준비중🚌,5,0
페븍에서 보고 처음 알게 되었는데 좋아요!!,5,0
한번에 모아볼수있어서 너무 편해요 !!,5,0
다양한 옷 코디 볼 수 있어서 좋아요!!,5,0
싼상품순으로 나오면 좋을거같아요 !!,3,0
바로바로 원하는 스타일을 찾을수 있어서 너무 좋아요!!!!,4,0
좋아용 ! 간편하고좋아용,5,0
브랜드 의류까지 볼 수 잇어서 좋아요^^,5,0
죻네요ㅎㅎ👍,5,0
괜찮오용!,4,0
남녀공용도 있었으면 좋겠어요...,3,0
시간가는줄모르고 옷찾네요! 관심상품 갯수가 제한되어있지않으면 좋겠어요~,4,0
정말 좋은앱이예요!!!,4,0
조아용 ~ ~,5,0
괜찮네영ㅎ,4,0
나쁘지않은듯,5,0
짱ㅋㅎ,5,0
ㅎㄱㄴㄱ싱ㄱㄴㅂㄱ,5,0
끄억 체고에요ㅠㅠ,5,1
너무 좋아요!!,4,0
완전 좋아요!,5,0
깔끔해서 좋음😀,4,0
엄청편리해요~,5,0
편리하네요!,3,0
좋아요!,5,0
좋아요 999준다길래,3,0
지그재그보다 훨좋음,5,0
짱 조아오오!!!,5,0
좋아요!!,5,0
진짜 좋은것같아요~!,5,0
아직까진 좋음,5,0
비슷한 상품찾기때문에 깔았는데 왜 안되죠 ?,1,0
완전조아요 ㅎ,5,0
너모 조아요 ㅠㅠ,5,0
너무좋아요 ㅠㅠ,5,0
개좋음👍👍👍,5,0
좋아욤ㅎ,5,0
조아오,5,0
걍 굳,5,0
좋어요,4,0
굳굳 써보면 암,5,0
괜찮은거 같음,4,0
괜찮은것 같아요,5,0
써보니까 좋아요,4,0
댓츠굳굳ㄱ,5,0
조아요👍,5,0
근데 여기 다 정품이에여??,5,0
최고최고♥,5,0
쥬은거기타영,4,0
좋아요 ~~,4,0
타미 쥬아여,5,0
좋은것같습노다,4,0
좋아요💜💜💜,5,0
그냥 좋음,5,0
개좋음,5,0
진쩌 좋아요,5,0
굿굿굿,5,0
진짜 좋아요,5,0
진짜 좋아요,5,0
편하고 좋아요,5,0
짱 좋아요,5,0
짱좋음,4,0
진짜좋아요,5,0
좋아유,4,0
정말 좋아요,5,0
좋아욧,5,0
오~~~ 짱편해요!!!,4,0
굳,5,0
굳,5,0
굳,5,0
굳,5,0
굳,5,0
굳,5,0
굳,5,0
굳,4,0
굳,4,0
굳,5,0
굳,5,0
굳,4,0
굳,5,0
보기편해요!,5,0
♡♡,5,0
좋아요,5,0
좋음,5,0
좋아요,5,0
굿,5,0
좋아요,5,0
좋음,3,0
짱짱,5,0
좋아요,4,0
굿,3,0
좋아요,3,0
좋아요,5,0
좋네요,5,0
좋아요,4,0
좋아요,5,0
좋아요,5,0
좋아요,4,0
굿,4,0
굿,5,0
좋다,5,0
좋아요,5,0
좋아요,5,0
굿,5,0
굿,4,0
좋아요,5,0
굿,4,0
굿굿,5,0
좋아요,4,0
좋아요,5,0
좋아요,5,0
짱짱,5,0
좋아요,5,0
굿,5,0
좋다,5,0
좋아요,5,0
굳굳,5,0
굿,5,0
좋아요,5,0
너무좋아용~,5,0
좋은것같음,5,0
존좋어플,5,0
너무좋아용,5,0
좋은것 같아요,5,0
넘나좋은것,5,0
짱,5,0
좋아용,5,0
좋아여,4,0
좋아용,4,0
긋,3,0
갠춘,4,0
개꿀,4,0
좋아용,5,0
앵간,5,0
Good,5,0
Good,4,0
좋아용,5,0
dddd,5,0
굿뜨,4,0
좋아여,4,0
존좋,4,0
Good,5,0
좋아용,5,0
👍,4,0
👍👍,5,0
좋네요,4,0
좋아요,5,0
좋아요,5,0
베뤼 귯,5,2
안뜬상품이몇개있어요ㅠ,4,5
좋네요 아직 스타일센스가 더 익숙하긴하지만 스타일닷컴을 더 자주 이용하게 될수도 있겠어요,5,0
진짜 이런 앱 만들어주셔서 너~~~무 감사해요 진짜 너~~~무 좋고 그냥 좋음 근데 한가지 아쉬운 게 비슷한 상품 찾는 거 직접 캡처한 사진으로 찾을 수 있는 기능 있으면 좋겠어요!,5,0
한눈에 볼 수 있어서 편함.,5,1
좋다,5,1
좋아요,5,0
괜찬은고같아요,4,2
네트워크에 연결할 수 없다고 들어가지질 않아요. 다른 인터넷들 다 되는데 왜 이 어플만 인터넷 연결이 안 된다는 건지 모르겠네요,1,2
왜 접속이 안되죠. 와이파이로해도안되고,2,0
지그재그 쓰다가 넘어왔는데 보기도 편하고 사용감도 좋아요~,5,0
밍 ㅠㅠㅠ어러워요 좋은어플같은딩,3,3
오늘처음써봣는데 브랜드 뿐만아니라 일반 쇼핑몰도 같이 볼수잇어서 좋아요,5,0
오늘 처음 써 봤는데 정말 좋아요,5,1
상품 안뜬게 몇개 있네요,4,0
앱이 실행이 안되는거같아용... 네트워크에 연결할수없다고 뜨는데 지금 수정작업중이신거죵? 그럼 좀 기다리겠습니당,4,3
너무조아여,5,0
안들어가지네요,1,0
좋아용!!,5,0
오늘 처음 써보는 거라 아직 잘 모르겠지만 좋은거같아요~계속 쓸께여 감사합니다,4,0
"업데이트한 후 비슷한 상품 보기에서 저가로 보는게 없어져서 불편해요 비슷한상품을 보는 이유가 더 싼게 있나 볼려는건데 비슷한 상품도 비슷한게 아니라 색만 똑같고 종류가 다른게 많아서 불편해요(예를들면 찢청을보는데 비슷한색만 나오고 안찢이진 그냥 스키니,멜빵바지나옴)",1,0
업뎃이후로 데일리룩 참고하기 힘들어졌어요... 유일하게 스타일 참고하기 좋은 앱이었는데... 세일 항목을 추가한것은 좋았으나 스타일 참고 항목을 없애는것은 비추네요ㅜㅜ,3,8
괜찮은데 조금 안유명한곳은 없네영,4,0
쇼핑몰 모아둬서 편하구 나이에 맞게 이쁜옷들도 볼수있어서 편해요,5,0
비슷한스타일찾아주기는 좋은데 찾아주기 자체의 기능은 더 업그레이드 하면 좋을것같아요,4,0
진짜 좋은 브랜드 찾기 간편하고 앱 디자인 자채그 심플해서 보기 편해요,5,0
가끔버퍼링타는거 말고는 편리해요,4,0
정리가 잘되있어서 보기 좋네요~,5,0
와 이앱은 혁명이에요ㅠㅠ진짜 좋은것 같습니다❤❤,5,0
브랜드부터 쇼핑몰까지 제품종류가 확실히많음  비슷한상품찾을수있다는 광고보고깔았는데 광고만큼 찾기는어려워요 비슷한제품검색해도 안나오는제품있음,5,0
청자켓 엄청 싸게샀지요오 헤헿,5,0
등록된 상품이 많아서 조음,5,0
무난합니다 시간이 막 가요,3,0
괜찮긴한데 스타일북이 사라져서 평소에 입을만한 스타일 참고하능게 좀 불편해졌어요ㅠㅠㅠ 그래도 브랜드랑 다 나뉘어서 나오고 이쁘고 저렴한 옷 찾기가 쉬어서 좋아여,3,18
정말 간단하고 편리해요,4,0
참고하기 좋고 쇼핑편리함,4,0
비교 쇼핑하기 좋아요,5,0
너무 조아여ㅜㅜㅜㅜ,5,0
쇼핑하기.좋움,5,0
좋네요,4,0
좋아요,4,0
좋네요,4,0
편함,5,0
갠찮내여,3,0
개꿀띠,5,0
좋아여,3,0
좋아용,5,0
버퍼걸릴때빼곤 다좋음,4,0
최고.,5,0
비슷한 옷 보여주는 서비스 진짜 최고다~~덕분에 탕진잼^^,5,1
최고최고,5,0
종류 검색하면 반복 안되서 좋고 다양해서 좋음!,5,1
다양한 브랜드를 볼수있어서 좋네요,4,0
제품비교에 좋음,4,0
괜찮긴한데 비슷한 상품보기 하나도 안비슷합니다,4,1
놀러갈때 입을옷보고있는데 네트워크가 불안정하다해서 확인해보니깐 와이파이도 잘 터지고 멜론도 잘틀어지고 유튜브나 스토어도 잘돌아가는데 이 앱만그러네요..제폰이 이상하면 다른 앱들도 먹통이여야할텐데 이 앱만 저속이계속안돼요.데이터를 아무리켜도안돼구요..테이터도 무제한이라 안될이유가 없는데 왜이러는거죠?,3,1
좋아요 여러군데 안 둘러보고 여기서 한번에 볼수있어서 편함,4,0
인터넷이 많이 필요하긴 하지만 좋습니다,5,1
진짜 좋아요 !,5,0
좋아욯ㅎㅎㅎ,5,0
좋아요~,5,0
좋아요,5,1
좋아요,5,0
좋습니다,5,0
좋아요,5,0
개꿀,5,0
좋아용,5,0
예전에 사용할 때는 비슷한 옷 검색할 때 정말 같은 제품들이 최저 가격순으로 비교할 수 있어서 그 서비스 때문에 어플을 사용했는데 오랜만에 다운 받았더니 업데이트 됐는지 없어졌던데... 색으로만 찾아주니까 같은 제품이 안 나와서 오히려 보기 불편해요 다시 예전처럼 수정 해주시면 안 되나요?,2,1
좋아요,4,1
좋아요,4,0
한눈에 볼수 있어서 좋아용,5,0
잘 쓰겠습니다!,5,0
좋아요,5,0
룩북 없애지 마세요ㅜㅜ 제발요ㅜㅜ 저같은 옷고자는 룩북 봐야한단말이에요!!,5,0
옷에 대한 많은 정보를 주네요.감사합니다!,5,0
잘쓰고있습니다,3,0
좋아요,5,0
편해요!!,4,0
좋네염,5,0
원래 리뷰 같은 거 안 쓰는데 너무 마음에 들어서 씁니다^^ 옷 이쁜거 사고 싶어서 여러군데 아무리 찾아봐도 하나도 없었어요 근데 스타일닷컴 클릭하는 순간 ㅡㅡ 왠걸..  다 이뻐요ㅡㅡ 완전 마음에 들어요 거기다가 가격도 착하고 진짜 인생쇼핑몰 이예요ㅠㅠ 너무 좋아서 친구들한테도 추천했어요!!~ 이곳은 혁명이예요 진짜ㅡㅡ 글구 지그재그 보다 훨씬 좋아요ㅋㅋㅋ 이젠 여기서만 사려구요 진짜 너무 맘에 드네요 ㅠㅠ 더 이쁜 상품 많이 올려주세요^^!!!~~~~,5,4
메뉴별로 옷들이 다양하게나와서좋아요,5,0
편해요,4,0
"쇼핑할 시간 절약해주고, 아이템별로 필터링해서 여러 쇼핑몰 비교해볼 수있고, 비슷한 상품찾기 기능도 있어서 너무 유용하네요.",5,0
룩북때문에 그동안 앱 자주 이용했는데 룩북이 종료한다뇨... 아쉽네요 그걸로 코디 팁 많이 얻었었는데... 왠지 이 앱을 더 이용해야 할 이유가 없어진 기분이네요.,2,0
좋아요,5,1
좋아요,5,0
개꿀임,5,0
좋은것같아요,5,0
스타일이 다양하다 보니 원하는 옷 찾기도 좋고 옷 코디에도 참고할 수 있으니 진짜 좋은 것 같아요!,5,0
코디모음이 도움이 정말 많이됬어요!이 어플을 왜 이제 안건지 모르겠네요ㅠㅠ 최곱니다,5,0
쇼핑몰이 워낙많아서 고민인데 여기에 다 모여있으니 한눈에 보기좋아서 굿,5,0
아직 주문은 안해봤지만 볼수있는게 많아요ㅋㅋ,5,0
이거 원래 앱으로 안깔고 네이버에서 찾아서 했는데 까니깐 더 좋고 더 편하고 그냥 완전 이쁜 옷들 많고 앱도 찾기 편리해서 완젼 좋음!0!,5,0
비슷한 스타일 찾아보는 메뉴 유용하네요 좋아요,5,2
비슷한상품을 찾을수있게 되어있어서 좋은것같아요,5,0
가격별. 인기순 등으로 나눌 수있고 한눈에 비교할 수있어 쇼핑하기 편하네요~^^,4,0
비슷한상품을 저렴하게 구입할수있어서 좋아여,5,2
스타일 닷컴 진짜 좋아요!! 원하는 옷을 더 싸게 살수있게 찾을수도 있고 간편합니다 추천드려요 👍👍👍,5,0
:)! 유사상품 검색이 정말 좋른것같아요!! 얼른 잡화나 신발도 검색이 되면 좋겠어요ㅜㅜㅜ!!!!,5,3
비슷한상품보는게 좋은것같아요,4,0
좋아서 계속 쓰고있어요!,5,0
유사상품 모아보는.기능 좋네요 !,4,0
좋아요좋아ㅏ요!♥♥,5,0
정말 좋아요!,5,0
완전좋아요!,5,0
너무 편리하고 좋아요,5,0
좋은거같네요,3,0
잘쓰고있어요,5,0
좋아요~,4,0
최고에여,5,0
좋아요,5,0
좋아요,5,0
좋음,4,0
좋아요,5,0
좋아요,5,0
비슷한 상품찾기에 비슷한거 잘 안나와요... 스크롤 내리다보면 똑같은 상품 가격다르게 나오던데 저는 비슷한 상품찾기에 비슷한거나 같은거 나왔으면 좋겠어요 가격비교가 잘 힘드네요,3,0
"혹시 소거법 이런건 없나요..ㅠㅠ 좋아하는 옷을 관심표시하듯이 내가 않입을 옷이라던가 비슷한게 있으니 사기싫다거나 하는걸 쇼핑할때 않보이게 숨김 기능 같은거 추가해줬으면 좋겠어요ㅠㅠ 맨날 보이니 짜증나 미치겠고 더 깊숙히 보고싶은데 중간중간 너무 많아서 걸리적거리고.. 검은 체크무늬 나시 원피스를 보고있는데 정말, 엄청, 진짜 많거든요? 그중에서 별로인건 소거해가면서 신중히 고르고싶은데 제스스로 하다보면 시간도 걸리고 헷갈려요.. 요것만 아쉽고 거의 다 괜찮은것같아요! 아니면 적어도 관심상품 안에서 비슷한 옷들을 묶어서 볼수있게해주세요! 부탁드립니다",4,0
제가 같은 옷이 서로 다른 쇼핑몰에 세 개 있는거 찾아서 또 있나 싶어서 비슷한상품 눌러서 봤는데 더 나오기는 커녕 같은 상품이 하나도 안나오네요... 셋 다 비슷한상품 눌러봐도 서로 하나도 안찾아져요.. 이 기능 왜있는건가요..,2,23
정말 좋은데 관심상품의 폴더가 하나뿐이라서 옷종류별로 나눌수가ㅜ없어서 불편해요.ㅠ,4,3
제 폰 용량이 너무 적어서 좋아하는 쇼핑몰 앱을 모두 다운 받지 못했는데 이거 하나만 다운하면 되서 좋고 룩북진짜 좋네요 비슷한 옷들로 코디도 할 수 있고 my shop 끼리만 검색 가능한게 제일 맘에 들어요.,5,0
갑자기 꺼져버려서 세상 마음에들던 제품을 다시 찾지 못했지만 그것만 빼면 만족해요. 룩북도 좋구요.,4,0
다양한 쇼핑몰 제품을 한꺼번에 볼수 있어서 좋아요 그리고 나중에는 더 확대해서 브랜드나 오픈쇼핑몰 제품도 같이 볼 수 있는 날이 오면 좋을 것 같아요~~,4,0
비슷한 옷 보여주는거 너무 좋아요. 앞으로 정확성만 높인다면 어느 어플과 비교가 안될만큼 성장할 거 같다는 생각이 드네요^^,4,0
여기저기 쇼핑몰에서 비슷한 상품을 검색하고 한 눈에 비교할 수 있어서 좋은 것 같아요! 근데 아무래도 정확도는 떨어지는 것 같아요ㅠㅠ 그리고 색상 검색할 수 있는 기능도 추가된다면 편할 것 같아요!,5,4
